doc_number,corp_name,status,filing_type,address_1,address_2,city,state,zip_code,file_date,fei_number,registered_agent,ra_city,ra_state,officer_1_title,officer_1_name,officer_2_title,officer_2_name,officer_3_title,officer_3_name,source_file
L26000175830,4 M LAKE PROPERTY LLC,A,FLAL,19030 1ST STREET NE,,LUTZ,,33549,04022026,,SYKES               BRYAN         WESQ,CLEARWATER,FL,MGR,MORROW              THOMAS        J,,,,,20260403_corporate.txt
P26000017550,ALBA HOSPITALITY CONSULTING CORP.,A,DOMP,7350 SW 58TH CT APT 736,,SOUTH MIAMI,,33143,03302026,,"LEGALZOOM USCA, INC.",FORT LAUDERDALE,FL,PST,MCINTYRE            DAVID         A,D,FIORI               MELISSA       M,,,20260403_corporate.txt
L26000175840,"POCKETHOUSE SYSTEMS, LLC",A,FLAL,1661 RINGLING BLVD,,SARASOTA,,34230,03252026,,INC AUTHORITY RA,ORLANDO,FL,MGR,BOWEN               MARK,,,,,20260403_corporate.txt
L26000175850,"CAT TUONG GROUP HOLDINGS, LLC",A,FLAL,7726 WINEGARD RD,SECOND FLOOR,ORLANDO,,32809,03252026,,INC AUTHORITY RA,ORLANDO,FL,MGR,NHAN                VY,MGR,NHAN                NINA,,,20260403_corporate.txt
L26000175860,"FIGUEROA HEAVENLY CLEANING, LLC",A,FLAL,1200 N DAVIS AVE,LOT 50,LAKELAND,,33805,03252026,,INC AUTHORITY RA,ORLANDO,FL,MGR,CLEMENTE            EVELESSE,,,,,20260403_corporate.txt
L26000175870,"EXCELSIOR PADEL CLUB, LLC",A,FLAL,1955 NW 51ST TERRACE,,MIAMI,,33142,03262026,,INC AUTHORITY RA,ORLANDO,FL,MGR,BETANCOURTH         DEYNOR,,,,,20260403_corporate.txt
L26000175880,"NEXT MOVE LOGISTICS SOLUTIONS, LLC",A,FLAL,2989 SIESTA VIEW DR.,,KISSIMMEE,,34744,03262026,,DE GRANDIS CLEMENTI EMMA,KISSIMMEE,FL,AMBR,DE GRANDIS CLEMENTI EMMA,AMBR,BORJAS AGUILAR      SULEYMA       C,,,20260403_corporate.txt
L26000175890,"RAMUDDEN URBAN SOLUTIONS, LLC",A,FLAL,109 DINNERBELL ROAD,,BUTLER,,16002,03262026,,"URS AGENTS, LLC",TALLAHASSEE,FL,MGR,SCHULTZ             FORREST,MGR,RADCHUCK            PAUL          R,,,20260403_corporate.txt
L26000175900,BA CARE SERVICES LLC,A,FLAL,10903 NORTH KENDALL DRIVE,APT 112,MIAMI,,33176,03262026,,MEDINA PONCE        YOLAXY,MIAMI,FL,MGR,MEDINA PONCE        YOLAXY,,,,,20260403_corporate.txt
P26000017560,"PARKER HOLDINGS FLORIDA, INC.",A,DOMP,445 DEVLIN ROAD,,NAPA,,94558,04022026,,CORPORATION SERVICE COMPANY,TALLAHASSEE,FL,PRES,PARKER              DAVID         A,SEC,PARKER              DAVID         A,DIR,PARKER              DAVID         A,20260403_corporate.txt
L26000175910,J2Z TECH LLC,A,FLAL,3081 NW 20TH ST,,FORT LAUDERDALE,,33311,04012026,,HARDEN              JONATHAN      Z,FORT LAUDERDALE,FL,MGR,HARDEN              JOHNATHAN     Z,,,,,20260403_corporate.txt
N26000004570,COMUNIDAD PLENITUD DE VIDA INC. (FULLNESS OF LIFE COMMUNITY INC.),A,DOMNP,3029 SWEET ACRES PL,,SAINT CLOUD,,34772,03272026,,CARABALLO           JAFET         I,SAINT CLOUD,FL,PRES,CARABALLO           JAFET         I,SEC,MARTINEZ            HADDY,TREA,PICHARDO            GLORIBELL,20260403_corporate.txt
L26000175920,NAT PROPERTY MANAGEMENT LLC,A,FLAL,9300 CONROY WINDERMERE ROAD,# 3212,WINDERMERE,,34786,03272026,,STEPHEN             SHILPA,WINDERMERE,FL,MGR,STEPHEN             SHILPA,MGR,STEPHEN             ASHISH,,,20260403_corporate.txt
L26000175930,AUTODEALSOURCE LLC,A,FLAL,3211 PARK BRANCH AVE,,CLERMONT,,34711,03252026,,BELTRAN             ANTHONY       C,CLERMONT,FL,,,,,,,20260403_corporate.txt
L26000175940,"CROWN AUTO RECONDITIONING, LLC",A,FLAL,188 HUNTLEY OAKS BLVD,,LAKE PLACID,,33852,03262026,,PADIAL              JOSE          J,LAKE PLACID,FL,PRES,PADIAL              JOSE          J,,,,,20260403_corporate.txt
L26000175950,AJVPARTS LLC,A,FLAL,19882 BRIDGETOWN LOOP,,VENICE,,34293,03262026,,EDWARD VYDRO,VENICE,FL,AR,VYDRO               EDWARD,,,,,20260403_corporate.txt
L26000175960,HALSEY VENTURES LLC,A,FLAL,5505 MICANOPY DRIVE,,MILTON,,32570,03262026,,SMITH               AMBER         M,MILTON,FL,AMBR,SMITH               AMBER         M,AMBR,SMITH               STEPHEN       M,,,20260403_corporate.txt
L26000175970,INSTAL4 LLC,A,FLAL,2 S BISCAYNE BOULEVARD SUITE 3200 #6784,,MIAMI,,33131,03302026,,LUPA ENTERPRISES INC,MIAMI,FL,MGRM,DAVID FARRO VALCARCEL,,,,,20260403_corporate.txt
L26000175980,PREFERRED AUTO SALES OF TAMPA LLC,A,FLAL,4404 N THATCHER AVE SUITE B,,TAMPA,,33614,03212026,,BULLOCK             CHAD,TAMPA,FL,MGR,BULLOCK             CHAD          W,MGR,GLENN               TERRY         W,,,20260403_corporate.txt
L26000175990,MARGARETKAFLINSKI LLC,A,FLAL,4605 CORSAGE DR.,,LUTZ,,33558,03262026,,KAFLINSKI           MARGARET,LUTZ,FL,MGR,KAFLINSKI           MARGARET,,,,,20260403_corporate.txt
L26000176000,TOMORROWSVISION LLC,A,FLAL,8585 NORTHWEST 11TH TERRACE,,OCALA,,34475,03262026,,NORTHWEST REGISTERED AGENT LLC,ST PETERSBURG,FL,AMBR,MASSIAH             TRAMAINE,,,,,20260403_corporate.txt
L26000176010,"DKGIL ENTERPRISES, LLC",A,FLAL,1409 ARBITUS CIRCLE,,OVIEDO,,32765,04022026,,CORPORATE CREATIONS NETWORK INC.,NORTH PALM BEACH,FL,MGR,GILANFAR            DARIUS,,,,,20260403_corporate.txt
L26000176020,LEE DESIGN GROUP LLC,A,FLAL,1201 FAIRWAY AVE S,,ST PETERSBURG,,33507,03262026,,LEE                 LOGAN,ST PETERSBURG,FL,MGR,LEE                 LOGAN,,,,,20260403_corporate.txt
L26000176030,THE PINK ARCHIVE LLC,A,FLAL,1437 PINEAPPLE AVE,APT 804,MELBOURNE,,32935--659,03262026,,MOHLER              LAUREN        R,MELBOURNE,FL,CEO,MOHLER              LAUREN        R,,,,,20260403_corporate.txt
L26000176040,"UNCOMMON SPORTS PERFORMANCE, LLC",A,FLAL,4106 OKEECHOBEE ROAD,,FORT PIERCE,,34947,04022026,,PESHKE              JENNIFER      DESQ,VERO BEACH,FL,AMBR,KEVIN D. FRANKLIN REVOCABLE TRUST,AMBR,WRIGHT              BRYAN,,,20260403_corporate.txt
L26000176050,101 SOUTH LLC,A,FLAL,101 S. GARDEN AVE.,,CLEARWATER,,33756,04022026,,PASTIS              NICHOLAS,CLEARWATER,FL,MGR,PASTIS              NICHOLAS,,,,,20260403_corporate.txt
L26000176060,"INDUSTRY FUSION PLATFORM A, LLC",A,FLAL,90 FORT WADE ROAD,SUITE 100,PONTE VEDRA,,32081,03262026,,MCCAFFERTY          HUGH          A,PONTE VEDRA,FL,AM,MCCAFFERTY          OWEN          E,,,,,20260403_corporate.txt
L26000176070,"INDUSTRY FUSION PLATFORM, LLC",A,FLAL,90 FORT WADE ROAD,SUITE 100,PONTE VEDRA,,32081,03262026,,MCCAFFERTY          HUGH          A,PONTE VEDRA,FL,AM,MCCAFFERTY          OWEN          E,,,,,20260403_corporate.txt
M26000005240,HOVEX LLC,A,FORL,16192 COASTAL HWY.,,LEWES,,19958,04022026,414808128,"YOUR CAPITAL CONNECTION, INC.",TALLAHASSEE,FL,MGR,SHADIEVA            JANNAT,,,,,20260403_corporate.txt
L26000176080,SSM FAMILY GROUP LLC,A,FLAL,759 SW FEDERAL HIGHWAY,SUITE 304,STUART,,34994,03262026,,MATRIX REGISTERED AGENTS LLC,STUART,FL,MGR,SUAREZ TELLO        FERNANDO      A,AMBR,SALAZAR MICOLTA     DIANA         P,AMBR,MICOLTA LEON        AMPARO,20260403_corporate.txt
L26000176090,KEYSTONE ASSOCIATION MANAGEMENT LLC,A,FLAL,4107 S. TAMIAMI TRAIL,313,VENICE,,34293,03262026,,TOMBAUGH            LISA,VENICE,FL,MGR,TOMBAUGH            LISA,AMBR,TOMBAUGH            JAMES         S,AMBR,TOMBAUGH            EVAN,20260403_corporate.txt
L26000176100,TAQUIZAS LUCIO LLC,A,FLAL,1509 NE 30 ST,,POMPANO BEACH,,33064,03262026,,MORALES HERNANDEZ   LUCIO,POMPANO BEACH,FL,MGR,MORALES HERNANDEZ   LUCIO,,,,,20260403_corporate.txt
L26000176110,SIXELEVEN MERKATUM GLOBAL LLC,A,FLAL,185 SW 7TH STREET,APT 801,MIAMI,,33130,04022026,,RODRIGUEZ           SIMON,MIAMI,FL,MGR,RODRIGUEZ           SIMON,,,,,20260403_corporate.txt
L26000176120,SR320 LLC,A,FLAL,7000 ISLAND BLVD.,APT PH-09,AVENTURA,,33160,03262026,,WEBB                HAL           J,AVENTURA,FL,MGR,WEBB                HAL           J,,,,,20260403_corporate.txt
L26000176130,THE MUSHROOM KINGS LLC,A,FLAL,5206 ROYAL CYPRESS CIRCLE,,TAMPA,,33647,03232026,,SANTANA             SERGIO,TAMPA,FL,MGR,SANTANA             SERGIO,AMBR,ALFREDO             SANTANA,AP,BEAU                SANTANA,20260403_corporate.txt
L26000176140,COLUMBIA COUNTY AUTO PROS LLC,A,FLAL,1917 E DUVAL ST,,LAKD CITY,,32055,03232026,,REVILLE             ALEXANDER,LAKE CIY,FL,MGR,REVILLE             ALEXANDER,MGR,CORDNER             RICHARD,,,20260403_corporate.txt
L26000176150,MB STERLING GROUP LLC,A,FLAL,7043 CORONADO WAY,,PEMBROKE PINES,,33331,03262026,,RIVERA              MARTHA,PEMBROKE PINES,FL,MGRM,MARTHA RIVERA REVOCABLE LIVING TRUST,,,,,20260403_corporate.txt
L26000176160,"5400 BANYAN, LLC",A,FLAL,359 NORTH LAKE WAY,,PALM BEACH,,33480,04022026,,"THERREL BAISDEN, LLP",MIAMI,FL,MGR,FANJUL              RAYSA,,,,,20260403_corporate.txt
L26000176170,"3 POINT PROPERTIES, LLC",A,FLAL,6202 193RD STREET E.,,BRADENTON,,34211,04012026,,"CROSS STREET CORPORATE SERVICES, LLC",SARASOTA,FL,MGR,POINTER             DUSTIN,,,,,20260403_corporate.txt
L26000176180,ILKER MERT LLC,A,FLAL,9410 SW 8 TH ST,5,BOCA RATON,,33428,03262026,,MERT                ILKER,BOCA RATON,FL,MGR,MERT                ILKER,,,,,20260403_corporate.txt
L26000176190,VICEVERSA CHARTERS LLC,A,FLAL,2451 TREASURE LANE,,NAPLES,,34102,03262026,,FAULKNER            KATHLEEN,NAPLES,FL,MGR,FAULKNER            KATHLEEN,MGR,FAULKNER            GREGORY,MGR,MARTIN              SCOTT,20260403_corporate.txt
L26000176200,GULF COAST MARINE SYSTEMS LLC,A,FLAL,7901 4TH ST N STE 300,,ST. PETERSBURG,,33702,03262026,,REGISTERED AGENTS INC,ST. PETERSBURG,FL,,,,,,,20260403_corporate.txt
L26000176210,"TAQ SOLUTIONS, LLC",A,FLAL,5981 WESTAFALL RD,,GREENACRES,,33463,03262026,,"AFFIX TAX SOLUTIONS, LLC",LAKE WORTH,FL,MGR,PACHECO             MAURILIO,,,,,20260403_corporate.txt
L26000176220,DUGAY IP HOLDING LLC,A,FLAL,2517 W. PALM DRIVE,APT 4,TAMPA,,33629,03262026,,DIANGELO LAW,TAMPA,FL,MGR,DUGAY               MICHAEL       J,MGR,NORTH               RYAN          A,,,20260403_corporate.txt
M26000005250,LIVICATION LLC,A,FORL,"255 EAST DRIVE , STE L",,MELBOURNE,,32904,04022026,873698721,"LEGALZOOM USCA, INC.",FORT LAUDERDALE,FL,MBR,WILLIAMS            STEVEN,,,,,20260403_corporate.txt
L26000176230,"NEVERMISS AI, LLC",A,FLAL,50 N. LAURA STREET,SUITE 2500,JACKSONVILLE,,32202,03262026,,BUCHANAN            STEVEN         JR,JACKSONVILLE,FL,AR,BUCHANAN            STEVEN         JR,,,,,20260403_corporate.txt
L26000176240,"TBT PARKING, LLC",A,FLAL,1912 HAMILTON STREET,,JACKSONVILLE,,32210,04022026,,MILNE               DOUGLAS       J,JACKSONVILLE,FL,MGR,"HAMILTON STREET MANAGEMENT & TRUST CO, LLC",,,,,20260403_corporate.txt
L26000176250,EXODUX LOGISTICS LLC,A,FLAL,6039 MEDFORD DR,,ORLANDO,,32808,03262026,,OZZIE PERKINS,ORLANDO,FL,MGR,PERKINS             OZZIE,,,,,20260403_corporate.txt
L26000176260,"N5324P, LLC",A,FLAL,630 97TH AVE N,,NAPLES,,34108,04022026,,ODIO                NATHAN,NAPLES,FL,MGR,ODIO                NATHAN,,,,,20260403_corporate.txt
L26000176270,NAVARRE BEACH ESSENTIALS LLC,A,FLAL,2132 VIZCAYA DR,,NAVARRE,,32566,03262026,,PITTMAN             JONATHAN      T,NAVARRE,FL,MGR,PITTMAN             KATLYN        N,CEO,PITTMAN             JONATHAN      T,,,20260403_corporate.txt
L26000176280,BOONE LADY LAKE LLC,A,FLAL,16 SE BROADWAY STREET,,OCALA,,34471,03262026,,BOONE               KIRK,OCALA,FL,MGR,BOONE               EUGENE,,,,,20260403_corporate.txt
L26000176290,TRE STELLAE LLC,A,FLAL,20253 HYATT LANE,,LAND O' LAKES,,34638,03262026,,CHANDLER            MICHAEL,LAND O LAKES,FL,AMBR,GIMARET             GILLESD,,,,,20260403_corporate.txt
L26000176300,AB SOCIETY LLC,A,FLAL,7901 4TH ST N # 33169,,ST. PETERSBURG,,33702,03262026,,REX LEGAL LLC,MIAMI,FL,MGR,ACOSTA PEREZ        SAMUEL        E,,,,,20260403_corporate.txt
L26000176310,WONG BARBER LLC,A,FLAL,9759 NW 123 TERR,,HIALEAH GARDENS,,33018,03262026,,WONG GARCIA         JOSE          R,HIALEAH GARDENS,FL,AMBR,WONG GARCIA         JOSE          R,,,,,20260403_corporate.txt
L26000176320,RJD 9052 LLC,A,FLAL,831 12TH AVE NW,,NAPLES,,34120,03262026,,DENOME              ROBERT,NAPLES,FL,AMBR,DENOME              ROBERT,AMBR,DENOME              JULIA,,,20260403_corporate.txt
L26000176330,"DH WILLMS ERP ADVISORY, LLC",A,FLAL,3907 NORTHAMPTON WAY,,TAMPA,,33618,03212026,,WILLMS              DAVID         H,TAMPA,FL,PRES,WILLMS              DAVID         H,MGR,WILLMS              GINGER        G,,,20260403_corporate.txt
L26000176340,FPR 841 LLC,A,FLAL,"1860 BAY ROAD, APT E304",DEBORAH R. CIPRIANO,VERO BEACH,,32963,03232026,,CIPRIANO            DEBORAH       R,VERO BEACH,FL,MGR,CIPRIANO            DEBORAH       R,,,,,20260403_corporate.txt
L26000176350,MFC TRAVEL LLC,A,FLAL,2690 NW 84TH WAY,,PEMBROKE PINES,,33024,03262026,,SMIRNOVA            ELENA          MGR,PEMBROKE PINES,FL,MGR,SMIRNOVA            ELENA          MGR,,,,,20260403_corporate.txt
L26000176360,ELYSIAN SHORES LLC,A,FLAL,6039 COLLINS AVE. APT. 725,,MIAMI BEACH,,33140,04022026,,GONZALEZ            JAINETTE,MIAMI BEACH,FL,AMBR,GONZALEZ            JAINETTE,AMBR,BRITO               MARIE,,,20260403_corporate.txt
L26000176370,POSITIVE TOUCH TREE AND LANDSCAPING LLC,A,FLAL,7430 KIMBERLY BLVD APT101,,NORTH LAUDERDALE,,33068,03262026,,NERO                JAMES         E,NORTH LAUDERDALE,FL,MGR,NERO                JAMES         E,,,,,20260403_corporate.txt
L26000176380,AMERICA ENOUGH LLC,A,FLAL,12104 CARTWRIGHT DR,,HUDSON,,34667,03312026,,DAWSON              THOMAS,HUDSON,FL,MGR,DAWSON              THOMAS,,,,,20260403_corporate.txt
L26000176390,BLUTEK SYSTEMS LLC,A,FLAL,5864 SW 74TH TER APT C,,MIAMI,,33143,04022026,415285114,PEREZ               IBRAHIN,MIAMI,FL,AMBR,PEREZ               IBRAHIN,,,,,20260403_corporate.txt
L26000176400,USTM SPV LLC,A,FLAL,"401 E. JACKSON STREET, SUITE 1500",,TAMPA,,33602,04022026,,"GY CORPORATE SERVICES, INC.",WEST PALM BEACH,FL,,,,,,,20260403_corporate.txt
L26000176410,BADDIES RECOVERY LLC,A,FLAL,4301 S. FLAMINGO ROAD,SUITE 106 #537,DAVIE,,33330,03262026,,FOREHAND            BRANDACE      A,FORT.LAUDERDALE,FL,CEO,FOREHAND            BRANDACE      A,,,,,20260403_corporate.txt
L26000176420,"TWJ AVIATION 2, LLC",A,FLAL,"13475 ATLANTIC BOULEVARD, SUITE 8",,JACKSONVILLE,,32225,04022026,,"THE FARAH LAW FIRM, P.A.",JACKSONVILLE,FL,MGR,JONES               JEREMIAH,,,,,20260403_corporate.txt
L26000176430,"HARBOR HOMES PROPERTIES, LLC",A,FLAL,530 SE 8TH ST,,CAPE CORAL,,33990,03262026,,LLANOS              ROSARIO       M,CAPE CORAL,FL,AMBR,LLANOS              ROSARIO       M,,,,,20260403_corporate.txt
L26000176440,JUNKEEZ LLC,A,FLAL,2384 SENTRY PALM DRIVE,311,APOPKA,,32703,03262026,,READ                HARRESEN      J,APOPKA,FL,MGR,READ                HARRESEN      J,,,,,20260403_corporate.txt
L26000176450,FLOMED CLINICAL RESEARCH LLC,A,FLAL,15340 S JOG ROAD,SUITE 215,DELRAY BEACH,,33446,03262026,,WIDROFF             TZIPPY        R,DELRAY BEACH,FL,AR,WIDROFF             TZIPPY        R,AP,WINTER              DANIEL        I,MBR,GALBUT              ERIC,20260403_corporate.txt
L26000176460,CASEATLAS LLC,A,FLAL,2538 TREE MEADOW LOOP,,APOPKA,,32712,03262026,,LIZARDO             ELIGIO,APOPKA,FL,AMBR,LIZARDO             ELIGIO,,,,,20260403_corporate.txt
L26000176470,RALIART LLC,A,FLAL,5516 BONEFISH ST,,ORLANDO,,32812,03262026,,LORENTE IRAOLA      RAFAEL        A,ORLANDO,FL,MGR,LORENTE IRAOLA     RAFAEL        A,MGR,HECHAVARRIA AVILES  NEYDALIS,,,20260403_corporate.txt
L26000176480,"HELIONYX ENERGY, LLC",A,FLAL,821 ORWELL AVE,,ORLANDO,,32809,03262026,,ANGULO CASTRO       RAFAEL        A,ORLANDO,FL,MGR,ANGULO CASTRO       RAFAEL        A,,,,,20260403_corporate.txt
L26000176490,250 BRICKELL OWNER LLC,A,FLAL,"98 CUTTER MILL ROAD, SUITE 284 NORTH",,GREAT NECK,,11021,04022026,,COGENCY GLOBAL INC.,TALLAHASSEE,FL,MGR,NAMDAR              EPHRAIM,,,,,20260403_corporate.txt
L26000176500,SILBER REALTY LLC,A,FLAL,2318 CHESHIRE PL,,LAKELAND,,33810,03262026,,SILBERA             YORDANIS,LAKELAND,FL,AMBR,SILBERA             YORDANIS,,,,,20260403_corporate.txt
L26000176510,MIGDALIA CLEANING LLC,A,FLAL,1320 NW 24ST,APT 908,MIAMI,,33142,03262026,,CHAVIANO MEDEROS    MIGDALIA,MIAMI,FL,MGR,CHAVIANO MEDEROS    MIGDALIA,,,,,20260403_corporate.txt
L26000176520,SKYNBYMIA LLC,A,FLAL,2925 HARBOR LN,,FORT LAUDERDALE,,33312,03262026,,PETKER              MIA           J,FORT LAUDERDALE,FL,AMBR,PETKER              MIA           J,,,,,20260403_corporate.txt
L26000176530,CGSB GAMING LLC,A,FLAL,5149 WINTERVILLE ROAD,,SPRING HILL,,34608-8,04032026,,SPRINGS             JASON         G,SPRING HILL,FL,MGR,SPRINGS             JASON         G,,,,,20260403_corporate.txt
L26000176540,YVETTE A. MORAN LLC,A,FLAL,11440 NW 56TH DR APT 109,,CORAL SPRINGS,,33076,03262026,,REPUBLIC REGISTERED AGENT LLC,JACKSONVILLE,FL,AMBR,MORAN               YVETTE,,,,,20260403_corporate.txt
L26000176550,MC QUALITY PAINTING LLC,A,FLAL,10604 BOCA ENTRADA BLVD,,BOCA RATON,,33428,03262026,,GONCALVES DOS S CRUZMARLON,BOCA RATON,FL,AMBR,GONCALVES DOS S CRUZMARLON,,,,,20260403_corporate.txt
L26000176560,"SPITFIRE FABRICATION, LLC",A,FLAL,190 10TH ST SE,,NAPLES,,34117,03192026,,VALDES              JULIAN,NAPLES,FL,AMBR,VALDES              JULIAN,,,,,20260403_corporate.txt
L26000176570,BON & CO MANAGEMENT LLC,A,FLAL,7075 KINGSPOINTE PKWY,16,ORLANDO,,32819,03262026,,BON                 MAZEN,ORLANDO,FL,AMBR,BON                 MAZEN,,,,,20260403_corporate.txt
L26000176580,ACE VEND & PLAY LLC,A,FLAL,1727 TREEHAVEN COURT,,WELLINGTON,,33414,04102026,,WRIGHT              CHELSEA,WELLINGTON,FL,AMBR,WRIGHT              CHELSEA,,,,,20260403_corporate.txt
L26000176590,JT VENTURES DIGITAL LLC,A,FLAL,6022 WESTGATE DR,AP 103,ORLANDO,,32835,03262026,,COSTA               JULIANA,ORLANDO,FL,MGR,COSTA               JULIANA,,,,,20260403_corporate.txt
L26000176600,GB QUALITY ELECTRICAL SOLUTIONS LLC,A,FLAL,3321 SILVERPOND DR,,PLANT CITY,,33566,03262026,,CONTRERAS           GAMALIEL,PLANT CITY,FL,MGR,CONTRERAS           GAMALIEL,MGR,CONTRERAS           BETCY         K,,,20260403_corporate.txt
L26000176610,KJW LAUNDRY SOLUTIONS LLC,A,FLAL,4850 CEDAR BAY,,KISSIMMEE,,34746,04262026,,PARIS INTEGRATED SERVICES LLC,KISSIMMEE,FL,MGR,LIRANZO             KEYLA         M,S,VERDEJO             JUAN          C,T,VOLQUEZ             WILDA         I,20260403_corporate.txt
L26000176620,DIAMOND TIER PROPERTIES LLC,A,FLAL,2920 FOREST HILL BLVD,APT A3A,CORAL SPRINGS,,33065,03262026,,VANCE               DESIREE       M,CORAL SPRINGS,FL,MBR,VANCE               DESIREE,,,,,20260403_corporate.txt
L26000176630,SW FINDLAY LLC,A,FLAL,3758 SW FINDLAY ST,,PORT ST LUCIE,,34953,03262026,,FERNANDES           MELISSA,BUNNELL,FL,MGR,LEAL                MANUEL        A,AMBR,LEAL                MARIA         C,,,20260403_corporate.txt
L26000176640,WEALTHWISE PROPERTIES LLC,A,FLAL,"2125 BISCAYNE BLVD, STE 204 #25625",,MIAMI,,33137,03262026,,REPUBLIC REGISTERED AGENT LLC,JACKSONVILLE,FL,AMBR,WEALTHWISE HOMES LLC,,,,,20260403_corporate.txt
L26000176650,"NEXT GADGET HUB, LLC",A,FLAL,624 W BAY ST,,WINTER GARDEN,,34787,03262026,,DAVIS               JIM           E,WINTER GARDEN,FL,MGR,DAVIS               JIM           E,,,,,20260403_corporate.txt
L26000176660,YR.MR SPECIAL-SERVICE LLC,A,FLAL,16375 NW 24 TH ST,,PEMBROKE PINES,,33028,03262026,,RAYO MUNERA         YECID ALBERTO,PEMBROKE PINES,FL,MGR,RAYO MUNERA         YECID ALBERTO,,,,,20260403_corporate.txt
L26000176670,"HARBOR SURPLUS GROUP, LLC",A,FLAL,3720 KENSINGTON STREET,,HOLLYWOOD,,33021,03262026,,OBANDO              JAN           K,HOLLYWOOD,FL,MGR,OBANDO              JOSE          A,,,,,20260403_corporate.txt
L26000176680,BETHESDA FARMSTEAD LLC,A,FLAL,3104 SMITH CREEK ROAD,,SOPCHOPPY,,32358,03212026,,PEREZ               ALEX,SOPCHOPPY,FL,MGR,PEREZ               ALEX,AMBR,PEREZ               MAEGAN        C,,,20260403_corporate.txt
L26000176690,COMMISSIONED LLC,A,FLAL,13577 FEATHER SOUND DR,250,CLEARWATER,,33762,03262026,,REGISTERED AGENTS INC,ST. PETERSBURG,FL,MGR,DALY                COLTON,,,,,20260403_corporate.txt
L26000176700,MADE BY MANNY LLC,A,FLAL,602 N UNIVERSITY DR,,PLANTATION,,33324,03262026,,PARRA DELGADO       MANUEL        A,PLANTATION,FL,MGR,RINCON VARGAS       CINDY         A,MRG,PARRA DELGADO       MANUEL        A,,,20260403_corporate.txt
L26000176710,"FREEDOM CROSSINGS SOUTH, LLC",A,FLAL,2441 NE 3RD STREET,SUITE 201,OCALA,,34470,03262026,,RUDNIANYN           JOHN          S,OCALA,FL,MGR,RUDNIANYN           JOHN          S,,,,,20260403_corporate.txt
L26000176720,MULTIGEN LIVING GROUP LLC,A,FLAL,16240 PALMETTO ST,,PUNTA GORDA,,33982,04012026,,MURPHY              JUSTIN        J,PUNTA GORDA,FL,AMBR,MURPHY              JUSTIN        J,,,,,20260403_corporate.txt
L26000176730,TM TAKEOFF LLC,A,FLAL,3208 EAST COLONIAL DR.,C-252,ORLANDO,,32803,03262026,,RIVERA              ROQUE,ORLANDO,FL,AMBR,RIVERA              ROQUE,,,,,20260403_corporate.txt
L26000176740,LMZ WELLNESS LLC,A,FLAL,71 W 63RD ST,,HIALEAH,,33012,03262026,,FERNANDEZ           LISANDRA,HIALEAH,FL,AMBR,FERNANDEZ           LISANDRA,,,,,20260403_corporate.txt
L26000176750,AAG INVESTMENT LLC,A,FLAL,28110 SW 175 AVE,,HOMESTEAD,,33030,03252026,,SIDDIQKARA          GABRIELLA,MIAMI,FL,MGR,SIDDIQKARA          AKBAR         P,MGR,SIDDIQKARA          GABRIELLA,MGR,VIAMONTE            ARNALDO,20260403_corporate.txt
L26000176760,REFINED RECOVERY LLC,A,FLAL,5747 DOONESBURY WAY,,TALLAHASSEE,,32303,03262026,,TYRE                COURTNEY      B,TALLAHASSEE,FL,AMBR,TYRE                COURTNEY      B,,,,,20260403_corporate.txt
L26000175081,"LE TOUCHE SYKORA, LLC",A,FLAL,32 PECAN RUN CRSE,,OCALA,,34472,03262026,,MILLER              SYKORA,OCALA,FL,MGR,MILLER              SYKORA,,,,,20260403_corporate.txt
L26000175091,PRAEX CYBER INTELLIGENCE LABS LLC,A,FLAL,7901 4TH ST N STE 300,,ST. PETERSBURG,,33702,03262026,,NORTHWEST REGISTERED AGENT LLC,ST. PETERSBURG,FL,,,,,,,20260403_corporate.txt
L26000175101,SSYC PROPERTIES LLC,A,FLAL,377 N POINT CT,,SATELLITE BEACH,,32937,03262026,,HOUSTON LAW PLLC,NORTH PALM BEACH,FL,MGR,MCCONNELL           DIANE,,,,,20260403_corporate.txt
L26000175111,1YARD MAINE LLC,A,FLAL,2647 TIMEBERCREEK LOOP E,,LAKELAND,,33805,03262026,,WARD                JERMAINE,LAKELAND,FL,MGR,WARD                JERMAINE,,,,,20260403_corporate.txt
L26000175121,"JAMIESON'S AFFORDABLE ELECTRICAL SERVICES, LLC",A,FLAL,327 SE FISK RD,,PORT ST LUCIE,,34984,03202026,,JAMIESON            ORVILLE,PORT ST LUCIE,FL,MBR,JAMIESON            ORVILLE,,,,,20260403_corporate.txt
L26000175131,SVIORILEX GROUP LLC,A,FLAL,6800 GULFPORT BLVD S,SUITE 201-226,ST PETERSBURG,,33707,03262026,,TAYLOR              NIGEL,ST PETERSBURG,FL,AMBR,TAYLOR              NIGEL,AMBR,GROTEWIEL           CAROLINE,AMBR,BENAVENTE           ANDREW,20260403_corporate.txt
L26000175141,A.F.E DENTAL LAB LLC,A,FLAL,311 GOLF ROAD,SUITE 1000 PMB1019,WEST PALM BEACH,,33407,03262026,,EVANS               ARNOLD        FSR,MIRAMAR,FL,MGR,EVANS               ARNOLD        FSR.,AR,EVANS               JAZZ'M        B,,,20260403_corporate.txt
L26000175151,PP-001 MEADOW CREEK HOLDINGS LLC,A,FLAL,61 MEADOW CREEK DRIVE,,SAINT JOHNS,,32259,03262026,,PRITCHARD,SAINT JOHNS,FL,,,,,,,20260403_corporate.txt
